path,file,model,train_data_prefix,eval_data_prefix,activation_type,layer,layer_num,agg_type,pca_n_components,center_eval,num_train,num_eval,pca_center_eval,pca_train_cumulative_explained_variance_ratio,mean_pca_projection_fraction,median_pca_projection_fraction,mean_pca_residual_fraction,median_pca_residual_fraction,mean_pca_projection_fraction_raw,median_pca_projection_fraction_raw,mean_pca_projection_fraction_centered,median_pca_projection_fraction_centered,mean_pca_residual_fraction_raw,median_pca_residual_fraction_raw,mean_pca_explained_l2_fraction_raw,median_pca_explained_l2_fraction_raw,mean_pca_explained_l2_fraction_centered,median_pca_explained_l2_fraction_centered,mean_pca_cosine_reconstructed_eval_delta,median_pca_cosine_reconstructed_eval_delta,min_pca_cosine_reconstructed_eval_delta,max_pca_cosine_reconstructed_eval_delta,train_mean_delta_norm,mean_cosine_eval_delta_train_mean_delta,median_cosine_eval_delta_train_mean_delta,mean_projection_fraction_eval_delta_train_mean_delta,median_projection_fraction_eval_delta_train_mean_delta,pca_vs_mean_cosine_gain,pca_projection_minus_residual_fraction,k,source_csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,last_prompt_token,128,True,5900,1414,True,0.8427894115447998,0.5665700435638428,0.552072286605835,0.353554219007492,0.3335919976234436,0.5665700435638428,0.552072286605835,0.8495826721191406,0.8530721664428711,0.353554219007492,0.3335919976234436,0.8567500710487366,0.8886913657188416,0.7221928238868713,0.7277325391769409,0.9284585118293762,0.9433991312980652,0.4647760689258575,0.9936025738716124,134.40335083007812,0.8214972019195557,0.8288326263427734,0.8214972019195557,0.8288326859474182,0.1069613099098205,0.2130158245563507,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,mean_prompt,128,True,5900,1414,True,0.7494214773178101,0.480801373720169,0.4868406951427459,0.179839476943016,0.1779332011938095,0.480801373720169,0.4868406951427459,0.9322018623352052,0.9383670687675476,0.179839476943016,0.1779332011938095,0.9669556617736816,0.9683228731155396,0.8697744607925415,0.8805320262908936,0.9834414124488832,0.9841002821922302,0.9575848579406738,0.993489384651184,36.059669494628906,0.9018229842185974,0.9045365452766418,0.9018229842185974,0.9045366048812866,0.0816184282302856,0.300961896777153,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,last_prompt_token,128,True,5900,1414,True,0.9207813739776612,0.661240816116333,0.676563560962677,0.4187853038311004,0.4146465957164764,0.661240816116333,0.676563560962677,0.8398760557174683,0.8447989225387573,0.4187853038311004,0.4146465957164764,0.8183701634407043,0.8280550241470337,0.7080956697463989,0.7136856317520142,0.904041349887848,0.9102100729942322,0.7196249961853027,0.9933120012283324,117.38078308105467,0.6362454295158386,0.6308197975158691,0.6362454295158386,0.6308197975158691,0.2677959203720093,0.2424555122852325,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,mean_prompt,128,True,5900,1414,True,0.8694745302200317,0.3116951584815979,0.3098218441009521,0.137474313378334,0.134788766503334,0.3116951584815979,0.3098218441009521,0.9112567901611328,0.915781557559967,0.137474313378334,0.134788766503334,0.980660915374756,0.9818179607391356,0.8313652873039246,0.8386553525924683,0.9902802109718324,0.9908676743507384,0.9731408953666688,0.9965468645095824,48.72417068481445,0.9442318081855774,0.9448074102401732,0.9442318081855774,0.9448074102401732,0.0460484027862548,0.1742208451032638,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,128,True,5900,320,True,0.8831108808517456,0.5835086107254028,0.5243721604347229,0.4624203145503998,0.4300142526626587,0.5835086107254028,0.5243721604347229,0.7830921411514282,0.7842465043067932,0.4624203145503998,0.4300142526626587,0.7718216180801392,0.8143349885940552,0.6138917803764343,0.6150428056716919,0.8861936330795288,0.9034435749053956,0.7049641609191895,0.973841905593872,159.42919921875,0.7726122736930847,0.7822571396827698,0.7726122736930847,0.7822571396827698,0.113581359386444,0.121088296175003,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,128,True,5900,320,True,0.829065203666687,0.3635913729667663,0.3651885092258453,0.1903442591428756,0.1909129917621612,0.3635913729667663,0.3651885092258453,0.8849180340766907,0.8900059461593628,0.1903442591428756,0.1909129917621612,0.9631328582763672,0.9634783267974854,0.7836397290229797,0.7921119928359985,0.9814728498458862,0.9816308617591858,0.9637708067893982,0.9924098253250122,56.944087982177734,0.9155089259147644,0.9148156046867372,0.9155089259147644,0.9148156642913818,0.0659639239311218,0.1732471138238906,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,last_prompt_token,128,True,5900,320,True,0.9048432111740112,0.7804369926452637,0.7529208064079285,0.7161579728126526,0.7217277884483337,0.7804369926452637,0.7529208064079285,0.7328611016273499,0.7296488881111145,0.7161579728126526,0.7217277884483337,0.483285129070282,0.478668749332428,0.5388247966766357,0.5323880314826965,0.6978000402450562,0.6935184597969055,0.3756578266620636,0.8479351997375488,94.54766845703124,0.4137200713157654,0.4128699898719787,0.4137201309204101,0.4128700196743011,0.2840799689292907,0.064279019832611,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_finance_to_hbp/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,finance,hbp,prompt_only,mlp_post_resid,layer_64,mean_prompt,128,True,5900,320,True,0.8342615365982056,0.3882328271865845,0.383895069360733,0.2654926180839538,0.2632188200950622,0.3882328271865845,0.383895069360733,0.8237100839614868,0.8244691491127014,0.2654926180839538,0.2632188200950622,0.9290037155151368,0.9303351640701294,0.6793316602706909,0.679749608039856,0.9638949632644652,0.9646111130714417,0.9302577972412108,0.9768186807632446,30.29144859313965,0.893537163734436,0.8956477642059326,0.893537163734436,0.8956477046012878,0.0703577995300293,0.1227402091026306,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,last_prompt_token,128,True,5900,320,True,0.9688894748687744,0.4612824916839599,0.4605084359645843,0.5592560768127441,0.5571196675300598,0.4612824916839599,0.4605084359645843,0.6368009448051453,0.6380054950714111,0.5592560768127441,0.5571196675300598,0.6851679086685181,0.689528226852417,0.4065689146518707,0.4070510268211365,0.8284881711006165,0.831493616104126,0.7054529786109924,0.8976856470108032,133.65138244628906,0.7074444890022278,0.7101132273674011,0.7074445486068726,0.7101132273674011,0.1210436820983886,-0.0979735851287841,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_32,mean_prompt,128,True,5900,320,True,0.939123034477234,0.4349794387817383,0.4349379241466522,0.2318358123302459,0.2320440262556076,0.4349794387817383,0.4349379241466522,0.8810238838195801,0.88388991355896,0.2318358123302459,0.2320440262556076,0.945931315422058,0.946132481098175,0.7767317891120911,0.7812617421150208,0.972581684589386,0.9726933240890504,0.9588927626609802,0.9839045405387878,56.07514190673828,0.8715423345565796,0.8717817664146423,0.8715424537658691,0.8717818260192871,0.1010393500328064,0.2031436264514923,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,last_prompt_token.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_64,last_prompt_token,128,True,5900,320,True,0.951343595981598,0.7145761251449585,0.704414963722229,0.6741428375244141,0.6760202050209045,0.7145761251449585,0.704414963722229,0.7211666703224182,0.7262619137763977,0.6741428375244141,0.6760202050209045,0.5429683327674866,0.5412658452987671,0.5223848223686218,0.5274561643600464,0.7385276556015015,0.738905131816864,0.6305850148200989,0.869673490524292,126.80099487304688,0.5861505270004272,0.5812442302703857,0.5861505270004272,0.5812442898750305,0.1523771286010742,0.0404332876205444,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-Coder-32B-Instruct_insecure_to_hbp/prompt_only/mlp_post_resid/layer_64/mean_prompt.train_delta_pca_k128.eval_delta_compare.json,mean_prompt.train_delta_pca_k128.eval_delta_compare.json,unsloth--Qwen2.5-Coder-32B-Instruct,insecure,hbp,prompt_only,mlp_post_resid,layer_64,mean_prompt,128,True,5900,320,True,0.8953585624694824,0.4301949441432953,0.429402619600296,0.2942923605442047,0.2931376695632934,0.4301949441432953,0.429402619600296,0.8249255418777466,0.8259226679801941,0.2942923605442047,0.2931376695632934,0.9131529927253724,0.9140688180923462,0.6807828545570374,0.6821480989456177,0.9555797576904296,0.9560695290565492,0.9371842741966248,0.966585338115692,28.786767959594727,0.8539239764213562,0.8544349074363708,0.8539239764213562,0.8544350862503052,0.1016557812690734,0.1359025835990905,128,./deltas/delta_comparison_analysis.k128/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/last_prompt_token.train_delta_pca_k16.eval_delta_compare.json,last_prompt_token.train_delta_pca_k16.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,last_prompt_token,16,True,5900,1414,True,0.5540837645530701,0.4407547116279602,0.4318975508213043,0.5011979341506958,0.4783348441123962,0.4407547116279602,0.4318975508213043,0.6679954528808594,0.6690939664840698,0.5011979341506958,0.4783348441123962,0.710475742816925,0.7706539630889893,0.4476478397846222,0.4476872086524963,0.8794381022453308,0.8950995802879333,0.3735304176807403,0.9865092039108276,134.40335083007812,0.8214972019195557,0.8288326263427734,0.8214972019195557,0.8288326859474182,0.0579409003257751,-0.0604432225227355,16,./deltas/delta_comparison_analysis.k16/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_32/mean_prompt.train_delta_pca_k16.eval_delta_compare.json,mean_prompt.train_delta_pca_k16.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_32,mean_prompt,16,True,5900,1414,True,0.4868329465389251,0.4629572331905365,0.467161476612091,0.2207289189100265,0.2182871401309967,0.4629572331905365,0.467161476612091,0.8963174223899841,0.9041880965232848,0.2207289189100265,0.2182871401309967,0.9504162073135376,0.9522852301597596,0.8049822449684143,0.8175559043884277,0.9755581617355348,0.9763021469116212,0.944890022277832,0.988084316253662,36.059669494628906,0.9018229842185974,0.9045365452766418,0.9018229842185974,0.9045366048812866,0.0737351775169372,0.2422283142805099,16,./deltas/delta_comparison_analysis.k16/all_delta_comparison_metrics.csv
./eval_deltas_vs_train_delta_pca/unsloth--Qwen2.5-32B-Instruct_finance_to_general/prompt_only/mlp_post_resid/layer_64/last_prompt_token.train_delta_pca_k16.eval_delta_compare.json,last_prompt_token.train_delta_pca_k16.eval_delta_compare.json,unsloth--Qwen2.5-32B-Instruct,finance,general,prompt_only,mlp_post_resid,layer_64,last_prompt_token,16,True,5900,1414,True,0.6987969279289246,0.54405677318573,0.5542009472846985,0.5591996312141418,0.5554949045181274,0.54405677318573,0.5542009472846985,0.6895661354064941,0.6961872577667236,0.5591996312141418,0.5554949045181274,0.6788951754570007,0.6913901567459106,0.4836491048336029,0.4846767783164978,0.8269395232200623,0.83525550365448,0.4687874317169189,0.9747350811958312,117.38078308105467,0.6362454295158386,0.6308197975158691,0.6362454295158386,0.6308197975158691,0.1906940937042236,-0.0151428580284118,16,./deltas/delta_comparison_analysis.k16/all_delta_comparison_metrics.csv
